0,1,2
3.0250181651541683,2.9752485768598804,0.1
5.101268274197414,4.901513495257127,0.1
7.270927832999364,6.74291114602856,0.1
9.548364977639153,8.465830850677367,0.1
10.853489787171267,9.15637140559426,0.1
11.087927875801592,8.917394913243207,0.1
11.297813869489485,8.70350742814514,0.1
11.491451667172985,8.520618334122057,0.1
11.649594856336032,8.35336680480641,0.1
11.790820881259236,8.213861211774502,0.1
11.915792790179292,8.099887002739429,0.1
12.005035463716794,7.995809319127605,0.1
12.08913918854182,7.919483126943094,0.1
12.148854804454926,7.855152863826771,0.1
12.195216036005123,7.8072118597818125,0.1
12.229244234906659,7.77344369785258,0.1
12.251915013483927,7.751751721334942,0.1
12.26414507586728,7.740169770033334,0.1
12.26678391056245,7.736869167681377,0.1
12.26060944021952,7.740162428782149,0.1
12.257461020981332,7.755559576614755,0.1
12.235861980888032,7.767699209433518,0.1
12.218627227831684,7.789437160901766,0.1
12.19518147323261,7.812669215439999,0.1
12.16594330276163,7.836391621353873,0.1
12.142766244185449,7.867177150397444,0.1
12.114661565166635,7.897030473250944,0.1
12.081889716943556,7.925262153887067,0.1
12.05632909611336,7.958986261367401,0.1
12.02667156161323,7.990209981674494,0.1
11.9930714831463,8.018475261552512,0.1
11.967451706006193,8.051344669680018,0.1
11.938260696583013,8.080754976285206,0.1
11.90558602087385,8.106411903174108,0.1
11.881403204737932,8.136239829133743,0.1
11.8539767052854,8.162062720744673,0.1
11.823354079319145,8.183698638251363,0.1
11.801560722892544,8.209355933503653,0.1
11.776723799501509,8.23072844245841,0.1
11.76089017498582,8.256166975130238,0.1
11.742111252114675,8.277270347090688,0.1
11.720396200395164,8.293958141934139,0.1
11.695756440136172,8.30617251512083,0.1
11.680276085456535,8.322490147646079,0.1
11.673990952365358,8.343005672481238,0.1
11.652759520083384,8.350458198541137,0.1
11.640726553767742,8.362104194411286,0.1
11.637886854531438,8.378009405335717,0.1
11.620084927208984,8.380795563405666,0.1
11.623504545055551,8.396564709471933,0.1
11.61193110151912,8.399211029380231,0.1
11.609452031716833,8.406156901306838,0.1
11.603987149567283,8.408699504225684,0.1
11.595523612901747,8.406858947082815,0.1
11.59600715692231,8.409340577552223,0.1
11.59339416753483,8.407462023192368,0.1
11.59956031703885,8.409887943540632,0.1
